"order_id","product_id","craftsman_id","customer_id","order_created_date","order_completion_date","order_status","product_name","product_description","product_type","product_price"
790,790,790,790,2019-10-29,,delivery,HandMade Gold-Toned Set of Single Door Curtains,Set content: Single Door curtainsColour: Gold-TonedPattern: Geometric DoorLight blocking: RegularFitting: EyeletLining: No,clothes,57
791,791,791,791,2021-01-03,,created,Purple Body Spray,"HandMade is the of one of Milton Lloyd's wonders. Now get a long-lasting, luxury fragrance in form of different variants of HandMade. Take advantage of the finest quality and longest lasting oils, put in the highest concentration to ensure you repeated delight.",Beauty & Hygiene,79
792,792,792,792,2018-09-06,,created,HandMade Pack of 2 Assorted Lightly Padded T-shirt Bras E6552BRA,Pack of 2 solid medium-coverage assorted T-shirt brasLightly padded and non-wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day ComfortDisclaimer: The final product delivered might vary in colour and prints from the display here,clothes,203
793,793,793,793,2019-03-16,,in progress,Halloween Fever Eau De Parfum,"The house of Jesus del Pozo presents a new fragrance from their well-known collection Halloween, inspired by dynamic and life in New York.Ãƒ€šÃ‚ Halloween Feveris a modern, youthful fragrance for girls, composed of luminous citruses, gentle and feminine flowers with a harmonious finish of warm and sensual notes.",Beauty & Hygiene,133
794,794,794,794,2021-07-09,,created,HandMade Pack of 3 Solid Non-Wired Non Padded T-shirt Bras,Pink and purple solid half-coverage T-shirt braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,clothes,55
795,795,795,795,2021-03-25,,delivery,Charlie - Gold Edt,"Charlie gold perfume by HandMade for women, launched by the design house of HandMade in 1995. Charlie gold is classified as a refreshing, oriental, floral fragrance. This feminine scent possesses a blend of green and sweet spices with sparkling aldehydes recommended for office wear",Beauty & Hygiene,199
797,797,797,797,2020-03-31,,in progress,Omnia Amethyste Eau De Toilette,"Omnia Amethyste Eau De Toilette for women is a seductive fragrance with moderate, flowery tones. Inspired by shimmery hues of the amethyst gemstone and floral and woody notes, this evocative and sensual scent captures the myriad scents of iris and Bulgarian rose. The base notes are heliotrope and woody notes. The nose behind this fragrance is Alberto Morillas.",Beauty & Hygiene,43
798,798,798,798,2020-03-27,,in progress,HandMade Men Blue Tapered Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",clothes,99
799,799,799,799,2022-01-25,,delivery,Dark Femme Eau De Toilette,"Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,258
800,800,800,800,2019-09-14,,delivery,HandMade Blue Ceramic Bucket Table-Top Planter,Set Contents: 1 planter pot Colour: Blue Pattern: Textured Shape: Bucket shaped Type: Table planter Material: Ceramic ,clothes,235
801,801,801,801,2018-08-27,,created,Too Feminine Eau De Parfum,"Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,278
802,802,802,802,2018-04-19,,delivery,HandMade Pack of 2 Natural Intimate Hygiene Wash with Teatree Oil 100 ml each,"What It Is?HandMade Pack of 2 Natural Skincare Intimate Hygiene Wash 100 ml eachWhat It Does?HandMade Natural Intimate Hygiene Wash made from powerful herbal extracts helps you stay fresh, clean and odorless while keeping your pH level healthy and maintained. Designed with the goodness of proven Ayurvedic herbs like tea tree oil, rosemary, neem, aloe vera, this hygiene wash loaded with anti-bacterial elements and special cooling properties, reduces itching, irritation and other infections maintaining hygiene around your intimate area. Free from paraben, SLES and excess soap, this intimate hygiene wash is perfect for daily use and will leave you feeling confident and clean throughout the day.Features:Intimate hygiene wash for women that is ideal for daily care and cleansing of intimate area97% natural formula enriched with tea tree oil, rosemary, neem and aloe veraRemoves odor-causing bacteria, pH-balancedPrevents the intimate area against common vaginal irritations or fungal infectionsHelps in eliminating and preventing odor causing bacteria around the intimate areaProvides a fresh and fragrant long lasting aromaSafe for sensitive skinThis product is cruelty-free and veganFree from glycerin, sulfates, alcohol, parabens, MIT preservatives, phthalates, gluten, soy and dairy ingredients",clothes,212
803,803,803,803,2022-04-17,2022-04-18,done,Halloween Tattoo Eau De Toilette,"Halloween Tattoo ManÃƒ€šÃ‚ is a green fruity, fougere fragrance that begins with notes of apple martini, bamboo leaf, cardamom and mandarin; The heart includes black pepper, ginger, tarragon and sea salt. The base consists of musk, grey amber, sandalwood and patchouli.",Beauty & Hygiene,71
804,804,804,804,2020-09-06,,delivery,HandMade Blue Single Long Door Curtain,Set content: Single Long Door curtainColour: BluePattern: Ethnic Motifs Long DoorLight blocking: RegularFitting: EyeletLining: No,clothes,287
805,805,805,805,2022-07-22,2022-07-23,done,For Man Eau De Toilette,"Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,77
806,806,806,806,2022-01-21,,delivery,HandMade Men Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Navy blue dark wash five-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",clothes,190
807,807,807,807,2022-11-02,,delivery,Forest Set,"Use this everlasting wonderful Cologne Set to stay fresh all day. The captivating fragrance of this Cologne Set from the brand HandMade is perfect to cheer your mood. Apply the perfume to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,249
808,808,808,808,2018-12-18,2018-12-19,done,HandMade Grey & White Striped Tuffted Poly Acrylic Rectangular Bath Rug,Set content: 1 bath rugColour: Grey and whiteFabric: poly acrylicPattern: StripedShape: Rectangular,clothes,210
809,809,809,809,2021-11-13,,in progress,"Wild Speed - Eau De Parfum, For Him","An aromatic accord designed for young adults stepping into the corporate world. Bergamot and clove combine to give the fragrance a Citrus Spicy top, with galbanum, basil and lavender providing an aromatic floral heart. The fragrance settles to reveal patchouli, cedarwood and musk at the base.",Beauty & Hygiene,80
810,810,810,810,2022-08-01,2022-08-04,done,HandMade Men Orange Slim Fit Striped Casual Shirt,"Orange striped casual shirt, has a spread collar, short sleeves, button placket, and curved hem",clothes,16
811,811,811,811,2020-10-24,,in progress,"Dynamic - Eau De Parfum, For Him","The love of adventure, the lure of the dynamic, a fragrance that is for the inspired man who is always on the go. Top notes of Citrus and spicy combine with a heart comprised of leathery spicy notes that give the fragrance a unique dynamism. Base notes comprised of Moss, Sandalwood and Balsam provide vigour and rejuvenation to the fragrance.",Beauty & Hygiene,242
812,812,812,812,2022-10-24,2022-10-27,done,HandMade Boys Gold & Maroon Solid Sherwani Set,"Gold and maroon sherwani setGold solid sherwani, has a mandarin collar, long sleeves, full button closures and a chest pocketA pair of maroon solid mid-rise woven dhoti pants, has an elasticated waistband with drawstring fastening",clothes,147
813,813,813,813,2022-10-03,,in progress,Ambar Eau De Toilette,"Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,23
814,814,814,814,2021-02-26,,created,HandMade Men Blue Printed Scoop Neck T-shirt,"Blue and black printed T-shirt, has a scoop neck, and sleeveless",clothes,236
830,830,830,830,2020-03-07,2020-03-09,done,HandMade Green Abstract 120 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers,Set content: 1 Queen bedsheet with 2 pillow coversQuality: CoarseThread count: 120Colour: GreenPattern: Abstract,clothes,243
815,815,815,815,2018-07-11,2018-07-12,done,In White Eau De Toilette,"Use this everlasting wonderful perfume to stay fresh all day. The captivating fragrance of this perfume from the brand HandMade is perfect to cheer your mood. Apply it to the pulse points like on your wrist, behind the ear, near the neck, behind the knee and on your elbows for the fragrance to last long.",Beauty & Hygiene,251
816,816,816,816,2021-03-06,2021-03-09,done,HandMade Women Navy Blue Floral Print High-Low Top,"Navy Blue floral print woven high-low top, has a tie-up neck, gathered and pleated details, and three-quarter puff sleeves",clothes,52
817,817,817,817,2020-12-06,2020-12-07,done,Eau De Toilette For Men,"The innovative and incomparable Original HandMade Eau de Toilette is the perfect balance of freshness and sensuality, whose elegance and distinction lies in the marriage of seductive woody notes and magnificent fresh florals. A vibrant, original composition, woody, floral and fresh, reinterpreting and reinforcing the luxurious world of HandMade. The design for the bottle embodies the values that define HandMade: perceivable quality, passionate innovation, refined sportiness and distinctive style. The HandMade emblem, the three-pointed star, is the symbol that expresses these brand values. Engraved in the base of the bottle and embossed into the cap, it lends the bottle design an unmistakably modern feel.",Beauty & Hygiene,291
818,818,818,818,2019-10-29,,in progress,HandMade Men Olive Green Slim Fit Solid Chinos,Olive Green solid mid-rise trousers and zip closure,clothes,277
819,819,819,819,2019-05-15,2019-05-17,done,English Rose - Eau De Toilette For Women,"Yardley English Rose fragrance is a fresh and modern scent. It has top notes of Bergamot, Patchouli, Amber, Heart note of Violet, Magnolia and Rose Bud.This amazing EDT will enhance your mood and keeps you refreshed throughout the day. Enjoy the mesmerizing fragrance of Yardley, which is light and fresh.",Beauty & Hygiene,281
820,820,820,820,2018-10-11,,in progress,HandMade Maroon Hooded Sweatshirt,"Maroon sweatshirt, has an attached hood, long raglan sleeves, a zip closure on the front, two zip pockets",clothes,278
821,821,821,821,2021-07-22,2021-07-23,done,Beyond Eau De Toilette,"Opening on a refreshing mojito accord, the fragrance immediately delights the senses. An invigorating hit of spicy cardamom and zesty grapefruit adds dynamic sophistication. In the heart, a vibrant burst of black pepper, combined with the assertive masculinity of cedar wood and geranium. This melts into an intense and textured trail; magnetic patchouli is blended with warm tones of vanilla and leather to confer a strong, charismatic signature.",Beauty & Hygiene,98
